Gene,logFC,t_stat,p_value,q_value
1555383_a_at,,0.0,1.0,1.0
1555384_a_at,,0.0,1.0,1.0
1555388_s_at,,0.0,1.0,1.0
1555391_a_at,,0.0,1.0,1.0
1555392_at,,0.0,1.0,1.0
1555399_a_at,,0.0,1.0,1.0
1555407_s_at,,0.0,1.0,1.0
1555411_a_at,,0.0,1.0,1.0
1555416_a_at,,0.0,1.0,1.0
1555419_a_at,,0.0,1.0,1.0
1555420_a_at,,0.0,1.0,1.0
1555426_a_at,,0.0,1.0,1.0
1555427_s_at,,0.0,1.0,1.0
1555434_a_at,,0.0,1.0,1.0
1555435_at,,0.0,1.0,1.0
1555436_a_at,,0.0,1.0,1.0
1555437_at,,0.0,1.0,1.0
1555439_at,,0.0,1.0,1.0
1555446_s_at,,0.0,1.0,1.0
1555447_at,,0.0,1.0,1.0
1555450_a_at,,0.0,1.0,1.0
1555452_at,,0.0,1.0,1.0
1555460_a_at,,0.0,1.0,1.0
1555461_at,,0.0,1.0,1.0
1555464_at,,0.0,1.0,1.0
1555465_at,,0.0,1.0,1.0
1555467_a_at,,0.0,1.0,1.0
1555468_at,,0.0,1.0,1.0
1555469_a_at,,0.0,1.0,1.0
1555470_a_at,,0.0,1.0,1.0
1555474_at,,0.0,1.0,1.0
1555475_x_at,,0.0,1.0,1.0
1555480_a_at,,0.0,1.0,1.0
1555483_x_at,,0.0,1.0,1.0
1555486_a_at,,0.0,1.0,1.0
1555487_a_at,,0.0,1.0,1.0
1555491_a_at,,0.0,1.0,1.0
1555495_a_at,,0.0,1.0,1.0
1555497_a_at,,0.0,1.0,1.0
1555500_s_at,,0.0,1.0,1.0
1555501_s_at,,0.0,1.0,1.0
1555514_a_at,,0.0,1.0,1.0
1555522_s_at,,0.0,1.0,1.0
1555526_a_at,,0.0,1.0,1.0
1555543_a_at,,0.0,1.0,1.0
1555559_s_at,,0.0,1.0,1.0
1555561_a_at,,0.0,1.0,1.0
1555562_a_at,,0.0,1.0,1.0
1555564_a_at,,0.0,1.0,1.0
1555565_s_at,,0.0,1.0,1.0
1555568_at,,0.0,1.0,1.0
1555575_a_at,,0.0,1.0,1.0
1555579_s_at,,0.0,1.0,1.0
1555580_at,,0.0,1.0,1.0
1555594_a_at,,0.0,1.0,1.0
1555600_s_at,,0.0,1.0,1.0
1555609_a_at,,0.0,1.0,1.0
1555611_s_at,,0.0,1.0,1.0
1555613_a_at,,0.0,1.0,1.0
1555618_s_at,,0.0,1.0,1.0
1555630_a_at,,0.0,1.0,1.0
1555638_a_at,,0.0,1.0,1.0
1555639_a_at,,0.0,1.0,1.0
1555653_at,,0.0,1.0,1.0
1555656_at,,0.0,1.0,1.0
1555678_at,,0.0,1.0,1.0
1555679_a_at,,0.0,1.0,1.0
1555691_a_at,,0.0,1.0,1.0
1555705_a_at,,0.0,1.0,1.0
1555707_at,,0.0,1.0,1.0
1555716_a_at,,0.0,1.0,1.0
1555723_at,,0.0,1.0,1.0
1555724_s_at,,0.0,1.0,1.0
1555725_a_at,,0.0,1.0,1.0
1555728_a_at,,0.0,1.0,1.0
1555730_a_at,,0.0,1.0,1.0
1555731_a_at,,0.0,1.0,1.0
1555735_a_at,,0.0,1.0,1.0
1555736_a_at,,0.0,1.0,1.0
1555743_s_at,,0.0,1.0,1.0
1555745_a_at,,0.0,1.0,1.0
1555751_a_at,,0.0,1.0,1.0
1555752_at,,0.0,1.0,1.0
1555756_a_at,,0.0,1.0,1.0
1555757_at,,0.0,1.0,1.0
1555758_a_at,,0.0,1.0,1.0
1555759_a_at,,0.0,1.0,1.0
1555760_a_at,,0.0,1.0,1.0
1555761_x_at,,0.0,1.0,1.0
1555762_s_at,,0.0,1.0,1.0
1555763_x_at,,0.0,1.0,1.0
1555764_s_at,,0.0,1.0,1.0
1555772_a_at,,0.0,1.0,1.0
1555778_a_at,,0.0,1.0,1.0
1555779_a_at,,0.0,1.0,1.0
1555780_a_at,,0.0,1.0,1.0
1555781_at,,0.0,1.0,1.0
1555783_x_at,,0.0,1.0,1.0
1555784_s_at,,0.0,1.0,1.0
1555785_a_at,,0.0,1.0,1.0
1555788_a_at,,0.0,1.0,1.0
1555789_s_at,,0.0,1.0,1.0
1555790_a_at,,0.0,1.0,1.0
1555793_a_at,,0.0,1.0,1.0
1555797_a_at,,0.0,1.0,1.0
1555800_at,,0.0,1.0,1.0
1555801_s_at,,0.0,1.0,1.0
1555803_a_at,,0.0,1.0,1.0
1555808_a_at,,0.0,1.0,1.0
1555812_a_at,,0.0,1.0,1.0
1555814_a_at,,0.0,1.0,1.0
1555815_a_at,,0.0,1.0,1.0
1555816_at,,0.0,1.0,1.0
1555817_s_at,,0.0,1.0,1.0
1555821_a_at,,0.0,1.0,1.0
1555823_at,,0.0,1.0,1.0
1555824_a_at,,0.0,1.0,1.0
1555826_at,,0.0,1.0,1.0
1555827_at,,0.0,1.0,1.0
1555829_at,,0.0,1.0,1.0
1555830_s_at,,0.0,1.0,1.0
1555831_s_at,,0.0,1.0,1.0
1555832_s_at,,0.0,1.0,1.0
1555833_a_at,,0.0,1.0,1.0
1555836_at,,0.0,1.0,1.0
1555837_s_at,,0.0,1.0,1.0
1555841_at,,0.0,1.0,1.0
1555842_at,,0.0,1.0,1.0
1555844_s_at,,0.0,1.0,1.0
1555845_at,,0.0,1.0,1.0
1555846_a_at,,0.0,1.0,1.0
1555847_a_at,,0.0,1.0,1.0
1555848_at,,0.0,1.0,1.0
1555851_s_at,,0.0,1.0,1.0
1555852_at,,0.0,1.0,1.0
1555854_at,,0.0,1.0,1.0
1555858_at,,0.0,1.0,1.0
1555860_x_at,,0.0,1.0,1.0
1555862_s_at,,0.0,1.0,1.0
1555864_s_at,,0.0,1.0,1.0
1555866_a_at,,0.0,1.0,1.0
1555870_at,,0.0,1.0,1.0
1555872_a_at,,0.0,1.0,1.0
1555874_x_at,,0.0,1.0,1.0
1555878_at,,0.0,1.0,1.0
1555881_s_at,,0.0,1.0,1.0
1555882_at,,0.0,1.0,1.0
1555883_s_at,,0.0,1.0,1.0
1555886_at,,0.0,1.0,1.0
1555888_at,,0.0,1.0,1.0
1555889_a_at,,0.0,1.0,1.0
1555890_at,,0.0,1.0,1.0
1555892_s_at,,0.0,1.0,1.0
1555893_at,,0.0,1.0,1.0
1555894_s_at,,0.0,1.0,1.0
1555896_a_at,,0.0,1.0,1.0
1555898_at,,0.0,1.0,1.0
1555900_at,,0.0,1.0,1.0
1555904_at,,0.0,1.0,1.0
1555905_a_at,,0.0,1.0,1.0
1555906_s_at,,0.0,1.0,1.0
1555907_at,,0.0,1.0,1.0
1555910_at,,0.0,1.0,1.0
1555913_at,,0.0,1.0,1.0
1555916_at,,0.0,1.0,1.0
1555920_at,,0.0,1.0,1.0
1555926_a_at,,0.0,1.0,1.0
1555928_at,,0.0,1.0,1.0
1555929_s_at,,0.0,1.0,1.0
1555933_at,,0.0,1.0,1.0
1555935_s_at,,0.0,1.0,1.0
1555938_x_at,,0.0,1.0,1.0
1555942_a_at,,0.0,1.0,1.0
1555945_s_at,,0.0,1.0,1.0
1555948_s_at,,0.0,1.0,1.0
1555950_a_at,,0.0,1.0,1.0
1555960_at,,0.0,1.0,1.0
1555961_a_at,,0.0,1.0,1.0
1555962_at,,0.0,1.0,1.0
1555963_x_at,,0.0,1.0,1.0
1555964_at,,0.0,1.0,1.0
1555967_at,,0.0,1.0,1.0
1555968_a_at,,0.0,1.0,1.0
1555970_at,,0.0,1.0,1.0
1555971_s_at,,0.0,1.0,1.0
1555972_s_at,,0.0,1.0,1.0
1555974_a_at,,0.0,1.0,1.0
1555976_s_at,,0.0,1.0,1.0
1555977_at,,0.0,1.0,1.0
1555978_s_at,,0.0,1.0,1.0
1555981_at,,0.0,1.0,1.0
1555982_at,,0.0,1.0,1.0
1555989_at,,0.0,1.0,1.0
1555993_at,,0.0,1.0,1.0
1555996_s_at,,0.0,1.0,1.0
1555997_s_at,,0.0,1.0,1.0
1555998_at,,0.0,1.0,1.0
1556000_s_at,,0.0,1.0,1.0
1556006_s_at,,0.0,1.0,1.0
1556007_s_at,,0.0,1.0,1.0
1556009_at,,0.0,1.0,1.0
1556012_at,,0.0,1.0,1.0
1556015_a_at,,0.0,1.0,1.0
1556021_at,,0.0,1.0,1.0
1556024_at,,0.0,1.0,1.0
1556026_at,,0.0,1.0,1.0
1556030_at,,0.0,1.0,1.0
1556033_at,,0.0,1.0,1.0
1556034_s_at,,0.0,1.0,1.0
1556035_s_at,,0.0,1.0,1.0
1556042_s_at,,0.0,1.0,1.0
1556047_s_at,,0.0,1.0,1.0
1556049_at,,0.0,1.0,1.0
1556051_a_at,,0.0,1.0,1.0
1556053_at,,0.0,1.0,1.0
1556054_at,,0.0,1.0,1.0
1556055_at,,0.0,1.0,1.0
1556058_s_at,,0.0,1.0,1.0
1556059_s_at,,0.0,1.0,1.0
1556060_a_at,,0.0,1.0,1.0
1556061_at,,0.0,1.0,1.0
1556064_at,,0.0,1.0,1.0
1556066_at,,0.0,1.0,1.0
1556067_a_at,,0.0,1.0,1.0
1556088_at,,0.0,1.0,1.0
1556090_at,,0.0,1.0,1.0
1556097_at,,0.0,1.0,1.0
1556102_x_at,,0.0,1.0,1.0
1556105_at,,0.0,1.0,1.0
1556111_s_at,,0.0,1.0,1.0
1556113_at,,0.0,1.0,1.0
1556116_s_at,,0.0,1.0,1.0
1556121_at,,0.0,1.0,1.0
1556123_a_at,,0.0,1.0,1.0
1556126_s_at,,0.0,1.0,1.0
1556129_at,,0.0,1.0,1.0
1556151_at,,0.0,1.0,1.0
1556163_a_at,,0.0,1.0,1.0
1556172_at,,0.0,1.0,1.0
1556173_a_at,,0.0,1.0,1.0
1556180_at,,0.0,1.0,1.0
1556181_at,,0.0,1.0,1.0
1556182_x_at,,0.0,1.0,1.0
1556183_at,,0.0,1.0,1.0
1556185_a_at,,0.0,1.0,1.0
1556186_s_at,,0.0,1.0,1.0
1556190_s_at,,0.0,1.0,1.0
1556194_a_at,,0.0,1.0,1.0
1556202_at,,0.0,1.0,1.0
1556203_a_at,,0.0,1.0,1.0
1556204_a_at,,0.0,1.0,1.0
1556205_at,,0.0,1.0,1.0
1556206_at,,0.0,1.0,1.0
1556209_at,,0.0,1.0,1.0
1556210_at,,0.0,1.0,1.0
1556211_a_at,,0.0,1.0,1.0
1556212_x_at,,0.0,1.0,1.0
1556220_at,,0.0,1.0,1.0
1556221_a_at,,0.0,1.0,1.0
1556227_at,,0.0,1.0,1.0
1556228_a_at,,0.0,1.0,1.0
1556229_at,,0.0,1.0,1.0
1556242_a_at,,0.0,1.0,1.0
1556253_s_at,,0.0,1.0,1.0
1556267_at,,0.0,1.0,1.0
1556277_a_at,,0.0,1.0,1.0
1556283_s_at,,0.0,1.0,1.0
1556284_at,,0.0,1.0,1.0
1556285_s_at,,0.0,1.0,1.0
1556300_s_at,,0.0,1.0,1.0
1556301_at,,0.0,1.0,1.0
1556306_at,,0.0,1.0,1.0
1556308_at,,0.0,1.0,1.0
1556318_s_at,,0.0,1.0,1.0
1556321_a_at,,0.0,1.0,1.0
1556322_a_at,,0.0,1.0,1.0
1556325_at,,0.0,1.0,1.0
1556327_a_at,,0.0,1.0,1.0
1556331_a_at,,0.0,1.0,1.0
1556332_at,,0.0,1.0,1.0
1556336_at,,0.0,1.0,1.0
1556338_at,,0.0,1.0,1.0
1556339_a_at,,0.0,1.0,1.0
1556345_s_at,,0.0,1.0,1.0
1556347_at,,0.0,1.0,1.0
1556348_at,,0.0,1.0,1.0
1556352_at,,0.0,1.0,1.0
1556355_x_at,,0.0,1.0,1.0
1556364_at,,0.0,1.0,1.0
1556373_a_at,,0.0,1.0,1.0
1556375_at,,0.0,1.0,1.0
1556382_a_at,,0.0,1.0,1.0
1556385_at,,0.0,1.0,1.0
1556389_at,,0.0,1.0,1.0
1556412_at,,0.0,1.0,1.0
1556416_s_at,,0.0,1.0,1.0
1556420_s_at,,0.0,1.0,1.0
1556423_at,,0.0,1.0,1.0
1556425_a_at,,0.0,1.0,1.0
1556427_s_at,,0.0,1.0,1.0
1556432_at,,0.0,1.0,1.0
1556434_at,,0.0,1.0,1.0
1556439_at,,0.0,1.0,1.0
1556442_x_at,,0.0,1.0,1.0
1556445_at,,0.0,1.0,1.0
1556473_at,,0.0,1.0,1.0
1556474_a_at,,0.0,1.0,1.0
1556486_at,,0.0,1.0,1.0
1556493_a_at,,0.0,1.0,1.0
1556499_s_at,,0.0,1.0,1.0
1556527_a_at,,0.0,1.0,1.0
1556542_a_at,,0.0,1.0,1.0
1556543_at,,0.0,1.0,1.0
1556551_s_at,,0.0,1.0,1.0
1556567_at,,0.0,1.0,1.0
1556568_a_at,,0.0,1.0,1.0
1556579_s_at,,0.0,1.0,1.0
1556582_at,,0.0,1.0,1.0
1556588_at,,0.0,1.0,1.0
1556590_s_at,,0.0,1.0,1.0
1556595_at,,0.0,1.0,1.0
1556601_a_at,,0.0,1.0,1.0
1556602_at,,0.0,1.0,1.0
1556607_at,,0.0,1.0,1.0
1556608_a_at,,0.0,1.0,1.0
1556613_s_at,,0.0,1.0,1.0
1556619_at,,0.0,1.0,1.0
1556643_at,,0.0,1.0,1.0
1556646_at,,0.0,1.0,1.0
1556650_at,,0.0,1.0,1.0
1556651_at,,0.0,1.0,1.0
1556654_at,,0.0,1.0,1.0
1556655_s_at,,0.0,1.0,1.0
1556656_at,,0.0,1.0,1.0
1556657_at,,0.0,1.0,1.0
1556658_a_at,,0.0,1.0,1.0
1556665_at,,0.0,1.0,1.0
1556666_a_at,,0.0,1.0,1.0
1556667_at,,0.0,1.0,1.0
1556672_a_at,,0.0,1.0,1.0
1556675_s_at,,0.0,1.0,1.0
1556678_a_at,,0.0,1.0,1.0
1556682_s_at,,0.0,1.0,1.0
1556683_x_at,,0.0,1.0,1.0
1556685_at,,0.0,1.0,1.0
1556690_s_at,,0.0,1.0,1.0
1556715_at,,0.0,1.0,1.0
1556728_at,,0.0,1.0,1.0
1556732_at,,0.0,1.0,1.0
1556735_at,,0.0,1.0,1.0
1556739_at,,0.0,1.0,1.0
1556742_at,,0.0,1.0,1.0
1556744_a_at,,0.0,1.0,1.0
1556763_at,,0.0,1.0,1.0
1556764_s_at,,0.0,1.0,1.0
1556770_a_at,,0.0,1.0,1.0
1556773_at,,0.0,1.0,1.0
1556794_at,,0.0,1.0,1.0
1556803_at,,0.0,1.0,1.0
1556814_a_at,,0.0,1.0,1.0
1556815_at,,0.0,1.0,1.0
1556818_at,,0.0,1.0,1.0
1556820_a_at,,0.0,1.0,1.0
1556821_x_at,,0.0,1.0,1.0
1556824_at,,0.0,1.0,1.0
1556828_at,,0.0,1.0,1.0
1556831_at,,0.0,1.0,1.0
1556839_s_at,,0.0,1.0,1.0
1556849_at,,0.0,1.0,1.0
1556852_a_at,,0.0,1.0,1.0
1556864_at,,0.0,1.0,1.0
1556865_at,,0.0,1.0,1.0
1556911_at,,0.0,1.0,1.0
1556923_at,,0.0,1.0,1.0
1556925_at,,0.0,1.0,1.0
1556931_at,,0.0,1.0,1.0
1556935_at,,0.0,1.0,1.0
1556937_at,,0.0,1.0,1.0
1556938_a_at,,0.0,1.0,1.0
1556942_at,,0.0,1.0,1.0
1556944_at,,0.0,1.0,1.0
1556951_at,,0.0,1.0,1.0
1556952_at,,0.0,1.0,1.0
1556958_at,,0.0,1.0,1.0
1556959_at,,0.0,1.0,1.0
1556964_s_at,,0.0,1.0,1.0
1556982_at,,0.0,1.0,1.0
1556984_at,,0.0,1.0,1.0
1556988_s_at,,0.0,1.0,1.0
1556989_at,,0.0,1.0,1.0
1557012_a_at,,0.0,1.0,1.0
1557036_at,,0.0,1.0,1.0
1557047_at,,0.0,1.0,1.0
1557049_at,,0.0,1.0,1.0
1557050_at,,0.0,1.0,1.0
1557051_s_at,,0.0,1.0,1.0
1557053_s_at,,0.0,1.0,1.0
1557055_s_at,,0.0,1.0,1.0
1557064_s_at,,0.0,1.0,1.0
1557065_at,,0.0,1.0,1.0
1557066_at,,0.0,1.0,1.0
1557067_s_at,,0.0,1.0,1.0
1557071_s_at,,0.0,1.0,1.0
1557073_s_at,,0.0,1.0,1.0
1557077_a_at,,0.0,1.0,1.0
1557078_at,,0.0,1.0,1.0
1557080_s_at,,0.0,1.0,1.0
1557081_at,,0.0,1.0,1.0
1557094_at,,0.0,1.0,1.0
1557100_s_at,,0.0,1.0,1.0
1557103_a_at,,0.0,1.0,1.0
1557113_at,,0.0,1.0,1.0
1557116_at,,0.0,1.0,1.0
1557119_a_at,,0.0,1.0,1.0
1557121_s_at,,0.0,1.0,1.0
1557122_s_at,,0.0,1.0,1.0
1557128_at,,0.0,1.0,1.0
1557129_a_at,,0.0,1.0,1.0
1557136_at,,0.0,1.0,1.0
1557137_at,,0.0,1.0,1.0
1557141_at,,0.0,1.0,1.0
1557145_at,,0.0,1.0,1.0
1557147_a_at,,0.0,1.0,1.0
1557154_at,,0.0,1.0,1.0
1557155_a_at,,0.0,1.0,1.0
1557158_s_at,,0.0,1.0,1.0
1557164_a_at,,0.0,1.0,1.0
1557165_s_at,,0.0,1.0,1.0
1557166_at,,0.0,1.0,1.0
1557167_at,,0.0,1.0,1.0
1557169_x_at,,0.0,1.0,1.0
1557170_at,,0.0,1.0,1.0
1557172_x_at,,0.0,1.0,1.0
1557174_a_at,,0.0,1.0,1.0
1557176_a_at,,0.0,1.0,1.0
1557185_at,,0.0,1.0,1.0
1557186_s_at,,0.0,1.0,1.0
1557193_at,,0.0,1.0,1.0
1557197_a_at,,0.0,1.0,1.0
1557222_at,,0.0,1.0,1.0
1557224_at,,0.0,1.0,1.0
1557227_s_at,,0.0,1.0,1.0
1557228_at,,0.0,1.0,1.0
1557236_at,,0.0,1.0,1.0
1557238_s_at,,0.0,1.0,1.0
1557239_at,,0.0,1.0,1.0
1557240_a_at,,0.0,1.0,1.0
1557242_at,,0.0,1.0,1.0
1557246_at,,0.0,1.0,1.0
1557248_at,,0.0,1.0,1.0
1557252_at,,0.0,1.0,1.0
1557260_a_at,,0.0,1.0,1.0
1557263_s_at,,0.0,1.0,1.0
1557270_at,,0.0,1.0,1.0
1557275_a_at,,0.0,1.0,1.0
1557278_s_at,,0.0,1.0,1.0
1557283_a_at,,0.0,1.0,1.0
1557285_at,,0.0,1.0,1.0
1557289_s_at,,0.0,1.0,1.0
1557292_a_at,,0.0,1.0,1.0
1557293_at,,0.0,1.0,1.0
1557300_s_at,,0.0,1.0,1.0
1557301_a_at,,0.0,1.0,1.0
1557302_at,,0.0,1.0,1.0
1557316_at,,0.0,1.0,1.0
1557331_at,,0.0,1.0,1.0
1557347_at,,0.0,1.0,1.0
1557350_at,,0.0,1.0,1.0
1557352_at,,0.0,1.0,1.0
1557353_at,,0.0,1.0,1.0
1557360_at,,0.0,1.0,1.0
1557366_at,,0.0,1.0,1.0
1557370_s_at,,0.0,1.0,1.0
1557371_a_at,,0.0,1.0,1.0
1557383_a_at,,0.0,1.0,1.0
1557384_at,,0.0,1.0,1.0
1557394_at,,0.0,1.0,1.0
1557403_s_at,,0.0,1.0,1.0
1557409_at,,0.0,1.0,1.0
1557411_s_at,,0.0,1.0,1.0
1557418_at,,0.0,1.0,1.0
1557419_a_at,,0.0,1.0,1.0
1557422_at,,0.0,1.0,1.0
1557430_at,,0.0,1.0,1.0
1557432_at,,0.0,1.0,1.0
1557433_at,,0.0,1.0,1.0
1557434_at,,0.0,1.0,1.0
1557437_a_at,,0.0,1.0,1.0
1557452_at,,0.0,1.0,1.0
1557455_s_at,,0.0,1.0,1.0
1557457_at,,0.0,1.0,1.0
1557458_s_at,,0.0,1.0,1.0
1557459_at,,0.0,1.0,1.0
1557478_at,,0.0,1.0,1.0
1557487_at,,0.0,1.0,1.0
1557504_at,,0.0,1.0,1.0
1557505_a_at,,0.0,1.0,1.0
1557507_at,,0.0,1.0,1.0
1557512_at,,0.0,1.0,1.0
1557513_a_at,,0.0,1.0,1.0
1557515_at,,0.0,1.0,1.0
1557521_a_at,,0.0,1.0,1.0
1557522_x_at,,0.0,1.0,1.0
1557527_at,,0.0,1.0,1.0
1557532_at,,0.0,1.0,1.0
1557538_at,,0.0,1.0,1.0
1557539_at,,0.0,1.0,1.0
1557543_at,,0.0,1.0,1.0
1557551_at,,0.0,1.0,1.0
1557553_at,,0.0,1.0,1.0
1557558_s_at,,0.0,1.0,1.0
1557562_at,,0.0,1.0,1.0
1557578_at,,0.0,1.0,1.0
1557580_at,,0.0,1.0,1.0
1557581_x_at,,0.0,1.0,1.0
1557586_s_at,,0.0,1.0,1.0
1557595_at,,0.0,1.0,1.0
1557598_at,,0.0,1.0,1.0
1557611_at,,0.0,1.0,1.0
1557626_at,,0.0,1.0,1.0
1557632_at,,0.0,1.0,1.0
1557649_at,,0.0,1.0,1.0
1557651_x_at,,0.0,1.0,1.0
1557656_at,,0.0,1.0,1.0
1557661_at,,0.0,1.0,1.0
1557667_at,,0.0,1.0,1.0
1557673_at,,0.0,1.0,1.0
1557675_at,,0.0,1.0,1.0
1557684_at,,0.0,1.0,1.0
1557685_at,,0.0,1.0,1.0
1557688_at,,0.0,1.0,1.0
1557689_at,,0.0,1.0,1.0
1557690_x_at,,0.0,1.0,1.0
1557698_at,,0.0,1.0,1.0
1557699_x_at,,0.0,1.0,1.0
1557701_s_at,,0.0,1.0,1.0
1557706_at,,0.0,1.0,1.0
1557707_at,,0.0,1.0,1.0
1557710_at,,0.0,1.0,1.0
1557712_x_at,,0.0,1.0,1.0
1557718_at,,0.0,1.0,1.0
1557736_at,,0.0,1.0,1.0
1557737_s_at,,0.0,1.0,1.0
1557738_at,,0.0,1.0,1.0
1557744_at,,0.0,1.0,1.0
1557751_at,,0.0,1.0,1.0
1557758_at,,0.0,1.0,1.0
1557759_at,,0.0,1.0,1.0
1557772_at,,0.0,1.0,1.0
1557774_at,,0.0,1.0,1.0
1557780_at,,0.0,1.0,1.0
1557797_a_at,,0.0,1.0,1.0
1557799_at,,0.0,1.0,1.0
1557801_x_at,,0.0,1.0,1.0
1557803_at,,0.0,1.0,1.0
1557804_at,,0.0,1.0,1.0
1557805_at,,0.0,1.0,1.0
1557810_at,,0.0,1.0,1.0
1557813_at,,0.0,1.0,1.0
1557814_a_at,,0.0,1.0,1.0
1557817_a_at,,0.0,1.0,1.0
1557820_at,,0.0,1.0,1.0
1557828_a_at,,0.0,1.0,1.0
1557830_at,,0.0,1.0,1.0
1557835_at,,0.0,1.0,1.0
1557836_at,,0.0,1.0,1.0
1557843_at,,0.0,1.0,1.0
1557852_at,,0.0,1.0,1.0
1557866_at,,0.0,1.0,1.0
1557889_at,,0.0,1.0,1.0
1557895_at,,0.0,1.0,1.0
1557905_s_at,,0.0,1.0,1.0
1557910_at,,0.0,1.0,1.0
1557915_s_at,,0.0,1.0,1.0
1557918_s_at,,0.0,1.0,1.0
1557938_s_at,,0.0,1.0,1.0
1557944_s_at,,0.0,1.0,1.0
1557945_at,,0.0,1.0,1.0
1557948_at,,0.0,1.0,1.0
1557950_at,,0.0,1.0,1.0
1557953_at,,0.0,1.0,1.0
1557954_at,,0.0,1.0,1.0
1557961_s_at,,0.0,1.0,1.0
1557965_at,,0.0,1.0,1.0
1557966_x_at,,0.0,1.0,1.0
1557984_s_at,,0.0,1.0,1.0
1557985_s_at,,0.0,1.0,1.0
1557987_at,,0.0,1.0,1.0
1557996_at,,0.0,1.0,1.0
1558002_at,,0.0,1.0,1.0
1558011_at,,0.0,1.0,1.0
1558014_s_at,,0.0,1.0,1.0
1558015_s_at,,0.0,1.0,1.0
1558017_s_at,,0.0,1.0,1.0
1558027_s_at,,0.0,1.0,1.0
1558028_x_at,,0.0,1.0,1.0
1558034_s_at,,0.0,1.0,1.0
1558041_a_at,,0.0,1.0,1.0
1558044_s_at,,0.0,1.0,1.0
1558045_a_at,,0.0,1.0,1.0
1558048_x_at,,0.0,1.0,1.0
1558075_at,,0.0,1.0,1.0
1558077_s_at,,0.0,1.0,1.0
1558078_at,,0.0,1.0,1.0
1558080_s_at,,0.0,1.0,1.0
1558088_a_at,,0.0,1.0,1.0
1558093_s_at,,0.0,1.0,1.0
1558094_s_at,,0.0,1.0,1.0
1558097_at,,0.0,1.0,1.0
1558101_at,,0.0,1.0,1.0
1558102_at,,0.0,1.0,1.0
1558103_a_at,,0.0,1.0,1.0
1558105_a_at,,0.0,1.0,1.0
1558111_at,,0.0,1.0,1.0
1558116_x_at,,0.0,1.0,1.0
1558117_s_at,,0.0,1.0,1.0
1558124_at,,0.0,1.0,1.0
1558135_at,,0.0,1.0,1.0
1558136_s_at,,0.0,1.0,1.0
1558139_at,,0.0,1.0,1.0
1558142_at,,0.0,1.0,1.0
1558143_a_at,,0.0,1.0,1.0
1558152_at,,0.0,1.0,1.0
1558154_at,,0.0,1.0,1.0
1558164_s_at,,0.0,1.0,1.0
1558170_at,,0.0,1.0,1.0
1558173_a_at,,0.0,1.0,1.0
1558176_at,,0.0,1.0,1.0
1558183_at,,0.0,1.0,1.0
1558184_s_at,,0.0,1.0,1.0
1558199_at,,0.0,1.0,1.0
1558201_s_at,,0.0,1.0,1.0
1558214_s_at,,0.0,1.0,1.0
1558215_s_at,,0.0,1.0,1.0
1558217_at,,0.0,1.0,1.0
1558220_at,,0.0,1.0,1.0
1558233_s_at,,0.0,1.0,1.0
1558236_at,,0.0,1.0,1.0
1558237_x_at,,0.0,1.0,1.0
1558249_s_at,,0.0,1.0,1.0
1558250_s_at,,0.0,1.0,1.0
1558251_a_at,,0.0,1.0,1.0
1558253_x_at,,0.0,1.0,1.0
1558254_s_at,,0.0,1.0,1.0
1558275_at,,0.0,1.0,1.0
1558279_a_at,,0.0,1.0,1.0
1558280_s_at,,0.0,1.0,1.0
1558281_a_at,,0.0,1.0,1.0
1558290_a_at,,0.0,1.0,1.0
1558292_s_at,,0.0,1.0,1.0
1558299_at,,0.0,1.0,1.0
1558304_s_at,,0.0,1.0,1.0
1558315_s_at,,0.0,1.0,1.0
1558323_at,,0.0,1.0,1.0
1558329_at,,0.0,1.0,1.0
1558330_x_at,,0.0,1.0,1.0
1558331_at,,0.0,1.0,1.0
1558345_a_at,,0.0,1.0,1.0
1558346_at,,0.0,1.0,1.0
1558348_at,,0.0,1.0,1.0
1558356_at,,0.0,1.0,1.0
1558365_at,,0.0,1.0,1.0
1558369_at,,0.0,1.0,1.0
1558385_at,,0.0,1.0,1.0
1558397_at,,0.0,1.0,1.0
1558401_at,,0.0,1.0,1.0
1558407_at,,0.0,1.0,1.0
1558409_at,,0.0,1.0,1.0
1558410_s_at,,0.0,1.0,1.0
1558412_at,,0.0,1.0,1.0
1558418_at,,0.0,1.0,1.0
1558426_x_at,,0.0,1.0,1.0
1558438_a_at,,0.0,1.0,1.0
1558444_at,,0.0,1.0,1.0
1558447_at,,0.0,1.0,1.0
1558448_a_at,,0.0,1.0,1.0
1558458_at,,0.0,1.0,1.0
1558459_s_at,,0.0,1.0,1.0
1558460_at,,0.0,1.0,1.0
1558466_at,,0.0,1.0,1.0
1558467_a_at,,0.0,1.0,1.0
1558474_at,,0.0,1.0,1.0
1558486_at,,0.0,1.0,1.0
1558487_a_at,,0.0,1.0,1.0
1558504_at,,0.0,1.0,1.0
1558508_a_at,,0.0,1.0,1.0
1558511_s_at,,0.0,1.0,1.0
1558512_at,,0.0,1.0,1.0
1558515_at,,0.0,1.0,1.0
1558517_s_at,,0.0,1.0,1.0
1558523_at,,0.0,1.0,1.0
1558527_at,,0.0,1.0,1.0
1558529_s_at,,0.0,1.0,1.0
1558537_x_at,,0.0,1.0,1.0
1558540_s_at,,0.0,1.0,1.0
1558560_s_at,,0.0,1.0,1.0
1558561_at,,0.0,1.0,1.0
1558569_at,,0.0,1.0,1.0
