Gene,logFC,t_stat,p_value,q_value
218806_s_at,,0.0,1.0,1.0
218807_at,,0.0,1.0,1.0
218808_at,,0.0,1.0,1.0
218809_at,,0.0,1.0,1.0
218810_at,,0.0,1.0,1.0
218812_s_at,,0.0,1.0,1.0
218813_s_at,,0.0,1.0,1.0
218815_s_at,,0.0,1.0,1.0
218816_at,,0.0,1.0,1.0
218817_at,,0.0,1.0,1.0
218818_at,,0.0,1.0,1.0
218819_at,,0.0,1.0,1.0
218820_at,,0.0,1.0,1.0
218821_at,,0.0,1.0,1.0
218822_s_at,,0.0,1.0,1.0
218823_s_at,,0.0,1.0,1.0
218824_at,,0.0,1.0,1.0
218825_at,,0.0,1.0,1.0
218826_at,,0.0,1.0,1.0
218827_s_at,,0.0,1.0,1.0
218828_at,,0.0,1.0,1.0
218829_s_at,,0.0,1.0,1.0
218830_at,,0.0,1.0,1.0
218831_s_at,,0.0,1.0,1.0
218832_x_at,,0.0,1.0,1.0
218834_s_at,,0.0,1.0,1.0
218836_at,,0.0,1.0,1.0
218837_s_at,,0.0,1.0,1.0
218838_s_at,,0.0,1.0,1.0
218839_at,,0.0,1.0,1.0
218840_s_at,,0.0,1.0,1.0
218841_at,,0.0,1.0,1.0
218842_at,,0.0,1.0,1.0
218844_at,,0.0,1.0,1.0
218845_at,,0.0,1.0,1.0
218846_at,,0.0,1.0,1.0
218847_at,,0.0,1.0,1.0
218848_at,,0.0,1.0,1.0
218849_s_at,,0.0,1.0,1.0
218852_at,,0.0,1.0,1.0
218853_s_at,,0.0,1.0,1.0
218854_at,,0.0,1.0,1.0
218855_at,,0.0,1.0,1.0
218856_at,,0.0,1.0,1.0
218857_s_at,,0.0,1.0,1.0
218858_at,,0.0,1.0,1.0
218859_s_at,,0.0,1.0,1.0
218860_at,,0.0,1.0,1.0
218861_at,,0.0,1.0,1.0
218862_at,,0.0,1.0,1.0
218863_s_at,,0.0,1.0,1.0
218864_at,,0.0,1.0,1.0
218865_at,,0.0,1.0,1.0
218866_s_at,,0.0,1.0,1.0
218867_s_at,,0.0,1.0,1.0
218868_at,,0.0,1.0,1.0
218869_at,,0.0,1.0,1.0
218870_at,,0.0,1.0,1.0
218871_x_at,,0.0,1.0,1.0
218872_at,,0.0,1.0,1.0
218873_at,,0.0,1.0,1.0
218874_s_at,,0.0,1.0,1.0
218875_s_at,,0.0,1.0,1.0
218876_at,,0.0,1.0,1.0
218877_s_at,,0.0,1.0,1.0
218878_s_at,,0.0,1.0,1.0
218880_at,,0.0,1.0,1.0
218882_s_at,,0.0,1.0,1.0
218883_s_at,,0.0,1.0,1.0
218884_s_at,,0.0,1.0,1.0
218885_s_at,,0.0,1.0,1.0
218886_at,,0.0,1.0,1.0
218887_at,,0.0,1.0,1.0
218888_s_at,,0.0,1.0,1.0
218889_at,,0.0,1.0,1.0
218890_x_at,,0.0,1.0,1.0
218891_at,,0.0,1.0,1.0
218892_at,,0.0,1.0,1.0
218893_at,,0.0,1.0,1.0
218894_s_at,,0.0,1.0,1.0
218896_s_at,,0.0,1.0,1.0
218897_at,,0.0,1.0,1.0
218898_at,,0.0,1.0,1.0
218900_at,,0.0,1.0,1.0
218901_at,,0.0,1.0,1.0
218902_at,,0.0,1.0,1.0
218903_s_at,,0.0,1.0,1.0
218904_s_at,,0.0,1.0,1.0
218905_at,,0.0,1.0,1.0
218906_x_at,,0.0,1.0,1.0
218907_s_at,,0.0,1.0,1.0
218908_at,,0.0,1.0,1.0
218909_at,,0.0,1.0,1.0
218910_at,,0.0,1.0,1.0
218911_at,,0.0,1.0,1.0
218912_at,,0.0,1.0,1.0
218913_s_at,,0.0,1.0,1.0
218914_at,,0.0,1.0,1.0
218915_at,,0.0,1.0,1.0
218916_at,,0.0,1.0,1.0
218917_s_at,,0.0,1.0,1.0
218918_at,,0.0,1.0,1.0
218919_at,,0.0,1.0,1.0
218920_at,,0.0,1.0,1.0
218921_at,,0.0,1.0,1.0
218922_s_at,,0.0,1.0,1.0
218923_at,,0.0,1.0,1.0
218924_s_at,,0.0,1.0,1.0
218926_at,,0.0,1.0,1.0
218927_s_at,,0.0,1.0,1.0
218928_s_at,,0.0,1.0,1.0
218929_at,,0.0,1.0,1.0
218930_s_at,,0.0,1.0,1.0
218931_at,,0.0,1.0,1.0
218932_at,,0.0,1.0,1.0
218933_at,,0.0,1.0,1.0
218935_at,,0.0,1.0,1.0
218936_s_at,,0.0,1.0,1.0
218937_at,,0.0,1.0,1.0
218938_at,,0.0,1.0,1.0
218939_at,,0.0,1.0,1.0
218940_at,,0.0,1.0,1.0
218941_at,,0.0,1.0,1.0
218942_at,,0.0,1.0,1.0
218943_s_at,,0.0,1.0,1.0
218944_at,,0.0,1.0,1.0
218945_at,,0.0,1.0,1.0
218946_at,,0.0,1.0,1.0
218947_s_at,,0.0,1.0,1.0
218948_at,,0.0,1.0,1.0
218949_s_at,,0.0,1.0,1.0
218950_at,,0.0,1.0,1.0
218951_s_at,,0.0,1.0,1.0
218952_at,,0.0,1.0,1.0
218953_s_at,,0.0,1.0,1.0
218954_s_at,,0.0,1.0,1.0
218955_at,,0.0,1.0,1.0
218956_s_at,,0.0,1.0,1.0
218957_s_at,,0.0,1.0,1.0
218958_at,,0.0,1.0,1.0
218959_at,,0.0,1.0,1.0
218960_at,,0.0,1.0,1.0
218961_s_at,,0.0,1.0,1.0
218962_s_at,,0.0,1.0,1.0
218963_s_at,,0.0,1.0,1.0
218964_at,,0.0,1.0,1.0
218965_s_at,,0.0,1.0,1.0
218966_at,,0.0,1.0,1.0
218967_s_at,,0.0,1.0,1.0
218968_s_at,,0.0,1.0,1.0
218969_at,,0.0,1.0,1.0
218970_s_at,,0.0,1.0,1.0
218971_s_at,,0.0,1.0,1.0
218972_at,,0.0,1.0,1.0
218973_at,,0.0,1.0,1.0
218974_at,,0.0,1.0,1.0
218975_at,,0.0,1.0,1.0
218976_at,,0.0,1.0,1.0
218977_s_at,,0.0,1.0,1.0
218978_s_at,,0.0,1.0,1.0
218979_at,,0.0,1.0,1.0
218980_at,,0.0,1.0,1.0
218981_at,,0.0,1.0,1.0
218982_s_at,,0.0,1.0,1.0
218983_at,,0.0,1.0,1.0
218984_at,,0.0,1.0,1.0
218985_at,,0.0,1.0,1.0
218986_s_at,,0.0,1.0,1.0
218987_at,,0.0,1.0,1.0
218988_at,,0.0,1.0,1.0
218989_x_at,,0.0,1.0,1.0
218990_s_at,,0.0,1.0,1.0
218991_at,,0.0,1.0,1.0
218992_at,,0.0,1.0,1.0
218993_at,,0.0,1.0,1.0
218995_s_at,,0.0,1.0,1.0
218996_at,,0.0,1.0,1.0
218997_at,,0.0,1.0,1.0
218998_at,,0.0,1.0,1.0
218999_at,,0.0,1.0,1.0
219000_s_at,,0.0,1.0,1.0
219001_s_at,,0.0,1.0,1.0
219002_at,,0.0,1.0,1.0
219003_s_at,,0.0,1.0,1.0
219004_s_at,,0.0,1.0,1.0
219006_at,,0.0,1.0,1.0
219007_at,,0.0,1.0,1.0
219008_at,,0.0,1.0,1.0
219010_at,,0.0,1.0,1.0
219011_at,,0.0,1.0,1.0
219012_s_at,,0.0,1.0,1.0
219013_at,,0.0,1.0,1.0
219014_at,,0.0,1.0,1.0
219015_s_at,,0.0,1.0,1.0
219016_at,,0.0,1.0,1.0
219017_at,,0.0,1.0,1.0
219019_at,,0.0,1.0,1.0
219020_at,,0.0,1.0,1.0
219021_at,,0.0,1.0,1.0
219022_at,,0.0,1.0,1.0
219023_at,,0.0,1.0,1.0
219024_at,,0.0,1.0,1.0
219025_at,,0.0,1.0,1.0
219026_s_at,,0.0,1.0,1.0
219027_s_at,,0.0,1.0,1.0
219028_at,,0.0,1.0,1.0
219029_at,,0.0,1.0,1.0
219030_at,,0.0,1.0,1.0
219031_s_at,,0.0,1.0,1.0
219032_x_at,,0.0,1.0,1.0
219033_at,,0.0,1.0,1.0
219034_at,,0.0,1.0,1.0
219035_s_at,,0.0,1.0,1.0
219036_at,,0.0,1.0,1.0
219037_at,,0.0,1.0,1.0
219038_at,,0.0,1.0,1.0
219039_at,,0.0,1.0,1.0
219040_at,,0.0,1.0,1.0
219041_s_at,,0.0,1.0,1.0
219043_s_at,,0.0,1.0,1.0
219044_at,,0.0,1.0,1.0
219045_at,,0.0,1.0,1.0
219047_s_at,,0.0,1.0,1.0
219048_at,,0.0,1.0,1.0
219049_at,,0.0,1.0,1.0
219050_s_at,,0.0,1.0,1.0
219051_x_at,,0.0,1.0,1.0
219052_at,,0.0,1.0,1.0
219053_s_at,,0.0,1.0,1.0
219054_at,,0.0,1.0,1.0
219055_at,,0.0,1.0,1.0
219056_at,,0.0,1.0,1.0
219057_at,,0.0,1.0,1.0
219058_x_at,,0.0,1.0,1.0
219059_s_at,,0.0,1.0,1.0
219060_at,,0.0,1.0,1.0
219061_s_at,,0.0,1.0,1.0
219062_s_at,,0.0,1.0,1.0
219063_at,,0.0,1.0,1.0
219064_at,,0.0,1.0,1.0
219065_s_at,,0.0,1.0,1.0
219066_at,,0.0,1.0,1.0
219067_s_at,,0.0,1.0,1.0
219068_x_at,,0.0,1.0,1.0
219069_at,,0.0,1.0,1.0
219070_s_at,,0.0,1.0,1.0
219071_x_at,,0.0,1.0,1.0
219072_at,,0.0,1.0,1.0
219073_s_at,,0.0,1.0,1.0
219074_at,,0.0,1.0,1.0
219076_s_at,,0.0,1.0,1.0
219077_s_at,,0.0,1.0,1.0
219078_at,,0.0,1.0,1.0
219079_at,,0.0,1.0,1.0
219080_s_at,,0.0,1.0,1.0
219081_at,,0.0,1.0,1.0
219082_at,,0.0,1.0,1.0
219083_at,,0.0,1.0,1.0
219084_at,,0.0,1.0,1.0
219087_at,,0.0,1.0,1.0
219088_s_at,,0.0,1.0,1.0
219089_s_at,,0.0,1.0,1.0
219090_at,,0.0,1.0,1.0
219091_s_at,,0.0,1.0,1.0
219092_s_at,,0.0,1.0,1.0
219093_at,,0.0,1.0,1.0
219094_at,,0.0,1.0,1.0
219095_at,,0.0,1.0,1.0
219096_at,,0.0,1.0,1.0
219097_x_at,,0.0,1.0,1.0
219098_at,,0.0,1.0,1.0
219099_at,,0.0,1.0,1.0
219100_at,,0.0,1.0,1.0
219101_x_at,,0.0,1.0,1.0
219102_at,,0.0,1.0,1.0
219103_at,,0.0,1.0,1.0
219104_at,,0.0,1.0,1.0
219105_x_at,,0.0,1.0,1.0
219108_x_at,,0.0,1.0,1.0
219109_at,,0.0,1.0,1.0
219110_at,,0.0,1.0,1.0
219111_s_at,,0.0,1.0,1.0
219112_at,,0.0,1.0,1.0
219113_x_at,,0.0,1.0,1.0
219114_at,,0.0,1.0,1.0
219115_s_at,,0.0,1.0,1.0
219116_s_at,,0.0,1.0,1.0
219117_s_at,,0.0,1.0,1.0
219118_at,,0.0,1.0,1.0
219119_at,,0.0,1.0,1.0
219120_at,,0.0,1.0,1.0
219121_s_at,,0.0,1.0,1.0
219122_s_at,,0.0,1.0,1.0
219123_at,,0.0,1.0,1.0
219124_at,,0.0,1.0,1.0
219125_s_at,,0.0,1.0,1.0
219126_at,,0.0,1.0,1.0
219127_at,,0.0,1.0,1.0
219128_at,,0.0,1.0,1.0
219129_s_at,,0.0,1.0,1.0
219130_at,,0.0,1.0,1.0
219131_at,,0.0,1.0,1.0
219132_at,,0.0,1.0,1.0
219133_at,,0.0,1.0,1.0
219134_at,,0.0,1.0,1.0
219135_s_at,,0.0,1.0,1.0
219136_s_at,,0.0,1.0,1.0
219137_s_at,,0.0,1.0,1.0
219138_at,,0.0,1.0,1.0
219140_s_at,,0.0,1.0,1.0
219141_s_at,,0.0,1.0,1.0
219142_at,,0.0,1.0,1.0
219143_s_at,,0.0,1.0,1.0
219145_at,,0.0,1.0,1.0
219146_at,,0.0,1.0,1.0
219147_s_at,,0.0,1.0,1.0
219148_at,,0.0,1.0,1.0
219149_x_at,,0.0,1.0,1.0
219150_s_at,,0.0,1.0,1.0
219151_s_at,,0.0,1.0,1.0
219152_at,,0.0,1.0,1.0
219154_at,,0.0,1.0,1.0
219155_at,,0.0,1.0,1.0
219156_at,,0.0,1.0,1.0
219157_at,,0.0,1.0,1.0
219158_s_at,,0.0,1.0,1.0
219159_s_at,,0.0,1.0,1.0
219161_s_at,,0.0,1.0,1.0
219162_s_at,,0.0,1.0,1.0
219163_at,,0.0,1.0,1.0
219164_s_at,,0.0,1.0,1.0
219165_at,,0.0,1.0,1.0
219166_at,,0.0,1.0,1.0
219167_at,,0.0,1.0,1.0
219168_s_at,,0.0,1.0,1.0
219169_s_at,,0.0,1.0,1.0
219172_at,,0.0,1.0,1.0
219173_at,,0.0,1.0,1.0
219174_at,,0.0,1.0,1.0
219175_s_at,,0.0,1.0,1.0
219176_at,,0.0,1.0,1.0
219177_at,,0.0,1.0,1.0
219178_at,,0.0,1.0,1.0
219179_at,,0.0,1.0,1.0
219180_s_at,,0.0,1.0,1.0
219181_at,,0.0,1.0,1.0
219182_at,,0.0,1.0,1.0
219183_s_at,,0.0,1.0,1.0
219184_x_at,,0.0,1.0,1.0
219185_at,,0.0,1.0,1.0
219186_at,,0.0,1.0,1.0
219187_at,,0.0,1.0,1.0
219188_s_at,,0.0,1.0,1.0
219189_at,,0.0,1.0,1.0
219191_s_at,,0.0,1.0,1.0
219192_at,,0.0,1.0,1.0
219193_at,,0.0,1.0,1.0
219195_at,,0.0,1.0,1.0
219197_s_at,,0.0,1.0,1.0
219198_at,,0.0,1.0,1.0
219200_at,,0.0,1.0,1.0
219201_s_at,,0.0,1.0,1.0
219202_at,,0.0,1.0,1.0
219203_at,,0.0,1.0,1.0
219204_s_at,,0.0,1.0,1.0
219205_at,,0.0,1.0,1.0
219206_x_at,,0.0,1.0,1.0
219207_at,,0.0,1.0,1.0
219208_at,,0.0,1.0,1.0
219209_at,,0.0,1.0,1.0
219210_s_at,,0.0,1.0,1.0
219211_at,,0.0,1.0,1.0
219212_at,,0.0,1.0,1.0
219213_at,,0.0,1.0,1.0
219214_s_at,,0.0,1.0,1.0
219215_s_at,,0.0,1.0,1.0
219216_at,,0.0,1.0,1.0
219217_at,,0.0,1.0,1.0
219218_at,,0.0,1.0,1.0
219219_at,,0.0,1.0,1.0
219220_x_at,,0.0,1.0,1.0
219221_at,,0.0,1.0,1.0
219222_at,,0.0,1.0,1.0
219223_at,,0.0,1.0,1.0
219224_x_at,,0.0,1.0,1.0
219225_at,,0.0,1.0,1.0
219226_at,,0.0,1.0,1.0
219228_at,,0.0,1.0,1.0
219229_at,,0.0,1.0,1.0
219230_at,,0.0,1.0,1.0
219231_at,,0.0,1.0,1.0
219232_s_at,,0.0,1.0,1.0
219233_s_at,,0.0,1.0,1.0
219234_x_at,,0.0,1.0,1.0
219235_s_at,,0.0,1.0,1.0
219236_at,,0.0,1.0,1.0
219237_s_at,,0.0,1.0,1.0
219238_at,,0.0,1.0,1.0
219239_s_at,,0.0,1.0,1.0
219240_s_at,,0.0,1.0,1.0
219241_x_at,,0.0,1.0,1.0
219242_at,,0.0,1.0,1.0
219243_at,,0.0,1.0,1.0
219244_s_at,,0.0,1.0,1.0
219245_s_at,,0.0,1.0,1.0
219246_s_at,,0.0,1.0,1.0
219247_s_at,,0.0,1.0,1.0
219248_at,,0.0,1.0,1.0
219249_s_at,,0.0,1.0,1.0
219250_s_at,,0.0,1.0,1.0
219251_s_at,,0.0,1.0,1.0
219252_s_at,,0.0,1.0,1.0
219253_at,,0.0,1.0,1.0
219255_x_at,,0.0,1.0,1.0
219256_s_at,,0.0,1.0,1.0
219257_s_at,,0.0,1.0,1.0
219258_at,,0.0,1.0,1.0
219259_at,,0.0,1.0,1.0
219260_s_at,,0.0,1.0,1.0
219261_at,,0.0,1.0,1.0
219263_at,,0.0,1.0,1.0
219264_s_at,,0.0,1.0,1.0
219265_at,,0.0,1.0,1.0
219266_at,,0.0,1.0,1.0
219267_at,,0.0,1.0,1.0
219268_at,,0.0,1.0,1.0
219269_at,,0.0,1.0,1.0
219270_at,,0.0,1.0,1.0
219271_at,,0.0,1.0,1.0
219272_at,,0.0,1.0,1.0
219274_at,,0.0,1.0,1.0
219275_at,,0.0,1.0,1.0
219276_x_at,,0.0,1.0,1.0
219278_at,,0.0,1.0,1.0
219279_at,,0.0,1.0,1.0
219280_at,,0.0,1.0,1.0
219281_at,,0.0,1.0,1.0
219282_s_at,,0.0,1.0,1.0
219283_at,,0.0,1.0,1.0
219284_at,,0.0,1.0,1.0
219286_s_at,,0.0,1.0,1.0
219288_at,,0.0,1.0,1.0
219289_at,,0.0,1.0,1.0
219290_x_at,,0.0,1.0,1.0
219291_at,,0.0,1.0,1.0
219292_at,,0.0,1.0,1.0
219293_s_at,,0.0,1.0,1.0
219294_at,,0.0,1.0,1.0
219295_s_at,,0.0,1.0,1.0
219296_at,,0.0,1.0,1.0
219297_at,,0.0,1.0,1.0
219298_at,,0.0,1.0,1.0
219299_at,,0.0,1.0,1.0
219300_s_at,,0.0,1.0,1.0
219301_s_at,,0.0,1.0,1.0
219302_s_at,,0.0,1.0,1.0
219303_at,,0.0,1.0,1.0
219304_s_at,,0.0,1.0,1.0
219305_x_at,,0.0,1.0,1.0
219306_at,,0.0,1.0,1.0
219307_at,,0.0,1.0,1.0
219308_s_at,,0.0,1.0,1.0
219310_at,,0.0,1.0,1.0
219311_at,,0.0,1.0,1.0
219312_s_at,,0.0,1.0,1.0
219313_at,,0.0,1.0,1.0
219314_s_at,,0.0,1.0,1.0
219315_s_at,,0.0,1.0,1.0
219316_s_at,,0.0,1.0,1.0
219317_at,,0.0,1.0,1.0
219320_at,,0.0,1.0,1.0
219321_at,,0.0,1.0,1.0
219322_s_at,,0.0,1.0,1.0
219324_at,,0.0,1.0,1.0
219326_s_at,,0.0,1.0,1.0
219327_s_at,,0.0,1.0,1.0
219328_at,,0.0,1.0,1.0
219329_s_at,,0.0,1.0,1.0
219330_at,,0.0,1.0,1.0
219332_at,,0.0,1.0,1.0
219333_s_at,,0.0,1.0,1.0
219335_at,,0.0,1.0,1.0
219336_s_at,,0.0,1.0,1.0
219337_at,,0.0,1.0,1.0
219338_s_at,,0.0,1.0,1.0
219340_s_at,,0.0,1.0,1.0
219341_at,,0.0,1.0,1.0
219342_at,,0.0,1.0,1.0
219343_at,,0.0,1.0,1.0
219344_at,,0.0,1.0,1.0
219345_at,,0.0,1.0,1.0
219347_at,,0.0,1.0,1.0
219348_at,,0.0,1.0,1.0
219349_s_at,,0.0,1.0,1.0
219350_s_at,,0.0,1.0,1.0
219351_at,,0.0,1.0,1.0
219352_at,,0.0,1.0,1.0
219353_at,,0.0,1.0,1.0
219354_at,,0.0,1.0,1.0
219356_s_at,,0.0,1.0,1.0
219357_at,,0.0,1.0,1.0
219358_s_at,,0.0,1.0,1.0
219359_at,,0.0,1.0,1.0
219360_s_at,,0.0,1.0,1.0
219361_s_at,,0.0,1.0,1.0
219362_at,,0.0,1.0,1.0
219363_s_at,,0.0,1.0,1.0
219364_at,,0.0,1.0,1.0
219366_at,,0.0,1.0,1.0
219368_at,,0.0,1.0,1.0
219369_s_at,,0.0,1.0,1.0
219371_s_at,,0.0,1.0,1.0
219372_at,,0.0,1.0,1.0
219373_at,,0.0,1.0,1.0
219374_s_at,,0.0,1.0,1.0
219375_at,,0.0,1.0,1.0
219376_at,,0.0,1.0,1.0
219377_at,,0.0,1.0,1.0
219378_at,,0.0,1.0,1.0
219379_x_at,,0.0,1.0,1.0
219380_x_at,,0.0,1.0,1.0
219382_at,,0.0,1.0,1.0
219383_at,,0.0,1.0,1.0
219384_s_at,,0.0,1.0,1.0
219385_at,,0.0,1.0,1.0
219386_s_at,,0.0,1.0,1.0
219387_at,,0.0,1.0,1.0
219388_at,,0.0,1.0,1.0
219389_at,,0.0,1.0,1.0
219390_at,,0.0,1.0,1.0
219392_x_at,,0.0,1.0,1.0
219394_at,,0.0,1.0,1.0
219395_at,,0.0,1.0,1.0
219396_s_at,,0.0,1.0,1.0
219397_at,,0.0,1.0,1.0
219398_at,,0.0,1.0,1.0
219399_at,,0.0,1.0,1.0
219401_at,,0.0,1.0,1.0
219402_s_at,,0.0,1.0,1.0
219403_s_at,,0.0,1.0,1.0
219405_at,,0.0,1.0,1.0
219406_at,,0.0,1.0,1.0
219408_at,,0.0,1.0,1.0
219409_at,,0.0,1.0,1.0
219410_at,,0.0,1.0,1.0
219411_at,,0.0,1.0,1.0
219412_at,,0.0,1.0,1.0
219413_at,,0.0,1.0,1.0
219414_at,,0.0,1.0,1.0
219415_at,,0.0,1.0,1.0
219416_at,,0.0,1.0,1.0
219417_s_at,,0.0,1.0,1.0
219419_at,,0.0,1.0,1.0
219420_s_at,,0.0,1.0,1.0
219421_at,,0.0,1.0,1.0
219422_at,,0.0,1.0,1.0
219423_x_at,,0.0,1.0,1.0
219425_at,,0.0,1.0,1.0
219426_at,,0.0,1.0,1.0
219427_at,,0.0,1.0,1.0
219428_s_at,,0.0,1.0,1.0
219429_at,,0.0,1.0,1.0
219431_at,,0.0,1.0,1.0
219432_at,,0.0,1.0,1.0
219433_at,,0.0,1.0,1.0
219434_at,,0.0,1.0,1.0
219435_at,,0.0,1.0,1.0
219436_s_at,,0.0,1.0,1.0
219437_s_at,,0.0,1.0,1.0
219438_at,,0.0,1.0,1.0
219439_at,,0.0,1.0,1.0
219440_at,,0.0,1.0,1.0
219441_s_at,,0.0,1.0,1.0
219442_at,,0.0,1.0,1.0
219443_at,,0.0,1.0,1.0
219444_at,,0.0,1.0,1.0
219445_at,,0.0,1.0,1.0
219446_at,,0.0,1.0,1.0
219447_s_at,,0.0,1.0,1.0
219448_at,,0.0,1.0,1.0
219449_s_at,,0.0,1.0,1.0
219450_at,,0.0,1.0,1.0
219451_at,,0.0,1.0,1.0
219453_at,,0.0,1.0,1.0
219454_at,,0.0,1.0,1.0
219455_at,,0.0,1.0,1.0
219457_s_at,,0.0,1.0,1.0
219458_s_at,,0.0,1.0,1.0
219459_at,,0.0,1.0,1.0
219460_s_at,,0.0,1.0,1.0
219461_at,,0.0,1.0,1.0
219462_at,,0.0,1.0,1.0
219463_at,,0.0,1.0,1.0
219467_at,,0.0,1.0,1.0
219468_s_at,,0.0,1.0,1.0
219469_at,,0.0,1.0,1.0
219470_x_at,,0.0,1.0,1.0
219471_at,,0.0,1.0,1.0
219474_at,,0.0,1.0,1.0
219475_at,,0.0,1.0,1.0
219476_at,,0.0,1.0,1.0
219477_s_at,,0.0,1.0,1.0
219478_at,,0.0,1.0,1.0
219479_at,,0.0,1.0,1.0
219481_at,,0.0,1.0,1.0
219482_at,,0.0,1.0,1.0
219483_s_at,,0.0,1.0,1.0
219484_at,,0.0,1.0,1.0
219485_s_at,,0.0,1.0,1.0
219486_at,,0.0,1.0,1.0
219487_at,,0.0,1.0,1.0
219488_at,,0.0,1.0,1.0
219489_s_at,,0.0,1.0,1.0
219490_s_at,,0.0,1.0,1.0
219491_at,,0.0,1.0,1.0
219492_at,,0.0,1.0,1.0
219493_at,,0.0,1.0,1.0
219494_at,,0.0,1.0,1.0
219495_s_at,,0.0,1.0,1.0
219496_at,,0.0,1.0,1.0
219497_s_at,,0.0,1.0,1.0
219498_s_at,,0.0,1.0,1.0
219499_at,,0.0,1.0,1.0
219500_at,,0.0,1.0,1.0
219502_at,,0.0,1.0,1.0
219503_s_at,,0.0,1.0,1.0
219504_s_at,,0.0,1.0,1.0
219505_at,,0.0,1.0,1.0
219506_at,,0.0,1.0,1.0
219507_at,,0.0,1.0,1.0
219508_at,,0.0,1.0,1.0
219510_at,,0.0,1.0,1.0
219511_s_at,,0.0,1.0,1.0
219512_at,,0.0,1.0,1.0
219513_s_at,,0.0,1.0,1.0
219514_at,,0.0,1.0,1.0
219515_at,,0.0,1.0,1.0
219516_at,,0.0,1.0,1.0
219517_at,,0.0,1.0,1.0
219518_s_at,,0.0,1.0,1.0
219519_s_at,,0.0,1.0,1.0
219520_s_at,,0.0,1.0,1.0
219522_at,,0.0,1.0,1.0
219523_s_at,,0.0,1.0,1.0
219526_at,,0.0,1.0,1.0
219527_at,,0.0,1.0,1.0
219528_s_at,,0.0,1.0,1.0
219529_at,,0.0,1.0,1.0
219530_at,,0.0,1.0,1.0
219531_at,,0.0,1.0,1.0
219532_at,,0.0,1.0,1.0
219534_x_at,,0.0,1.0,1.0
219536_s_at,,0.0,1.0,1.0
219538_at,,0.0,1.0,1.0
219539_at,,0.0,1.0,1.0
219540_at,,0.0,1.0,1.0
219541_at,,0.0,1.0,1.0
219542_at,,0.0,1.0,1.0
219543_at,,0.0,1.0,1.0
219544_at,,0.0,1.0,1.0
219545_at,,0.0,1.0,1.0
219546_at,,0.0,1.0,1.0
219547_at,,0.0,1.0,1.0
219548_at,,0.0,1.0,1.0
219549_s_at,,0.0,1.0,1.0
219550_at,,0.0,1.0,1.0
219551_at,,0.0,1.0,1.0
219553_at,,0.0,1.0,1.0
219555_s_at,,0.0,1.0,1.0
219556_at,,0.0,1.0,1.0
219557_s_at,,0.0,1.0,1.0
219558_at,,0.0,1.0,1.0
219559_at,,0.0,1.0,1.0
219560_at,,0.0,1.0,1.0
219561_at,,0.0,1.0,1.0
219562_at,,0.0,1.0,1.0
219563_at,,0.0,1.0,1.0
219565_at,,0.0,1.0,1.0
219566_at,,0.0,1.0,1.0
219567_s_at,,0.0,1.0,1.0
219570_at,,0.0,1.0,1.0
219571_s_at,,0.0,1.0,1.0
219572_at,,0.0,1.0,1.0
219573_at,,0.0,1.0,1.0
219574_at,,0.0,1.0,1.0
219575_s_at,,0.0,1.0,1.0
219576_at,,0.0,1.0,1.0
219577_s_at,,0.0,1.0,1.0
219579_at,,0.0,1.0,1.0
219580_s_at,,0.0,1.0,1.0
219581_at,,0.0,1.0,1.0
219582_at,,0.0,1.0,1.0
219583_s_at,,0.0,1.0,1.0
219587_at,,0.0,1.0,1.0
219588_s_at,,0.0,1.0,1.0
219589_s_at,,0.0,1.0,1.0
219590_x_at,,0.0,1.0,1.0
219591_at,,0.0,1.0,1.0
219593_at,,0.0,1.0,1.0
219594_at,,0.0,1.0,1.0
219595_at,,0.0,1.0,1.0
219596_at,,0.0,1.0,1.0
219597_s_at,,0.0,1.0,1.0
219598_s_at,,0.0,1.0,1.0
219599_at,,0.0,1.0,1.0
219600_s_at,,0.0,1.0,1.0
219602_s_at,,0.0,1.0,1.0
219603_s_at,,0.0,1.0,1.0
219606_at,,0.0,1.0,1.0
219607_s_at,,0.0,1.0,1.0
219610_at,,0.0,1.0,1.0
219611_s_at,,0.0,1.0,1.0
219612_s_at,,0.0,1.0,1.0
219613_s_at,,0.0,1.0,1.0
219615_s_at,,0.0,1.0,1.0
219616_at,,0.0,1.0,1.0
219617_at,,0.0,1.0,1.0
219618_at,,0.0,1.0,1.0
219620_x_at,,0.0,1.0,1.0
219622_at,,0.0,1.0,1.0
219623_at,,0.0,1.0,1.0
219624_at,,0.0,1.0,1.0
219625_s_at,,0.0,1.0,1.0
219627_at,,0.0,1.0,1.0
219628_at,,0.0,1.0,1.0
219629_at,,0.0,1.0,1.0
219630_at,,0.0,1.0,1.0
219631_at,,0.0,1.0,1.0
219632_s_at,,0.0,1.0,1.0
219633_at,,0.0,1.0,1.0
219634_at,,0.0,1.0,1.0
219635_at,,0.0,1.0,1.0
219636_s_at,,0.0,1.0,1.0
219637_at,,0.0,1.0,1.0
219639_x_at,,0.0,1.0,1.0
219640_at,,0.0,1.0,1.0
219641_at,,0.0,1.0,1.0
219644_at,,0.0,1.0,1.0
219646_at,,0.0,1.0,1.0
219648_at,,0.0,1.0,1.0
219649_at,,0.0,1.0,1.0
219650_at,,0.0,1.0,1.0
219653_at,,0.0,1.0,1.0
219654_at,,0.0,1.0,1.0
219655_at,,0.0,1.0,1.0
219656_at,,0.0,1.0,1.0
